FAULT_ID	CITATION
23341	Basili et al., 2013
23342	Basili et al., 2013
23342	Caputo et al., 2013
23343	Basili et al., 2013
23344	Basili et al., 2013
23345	Basili et al., 2013
23346	Basili et al., 2013
23347	Basili et al., 2013
23348	Working material, data 2015
23349	Basili et al., 2013
23350	Working material, data 2015
23351	Working material, data 2015
23352	Basili et al., 2013
23353	Basili et al., 2013
23354	Basili et al., 2013
23355	Basili et al., 2013
23356	Basili et al., 2013
23357	Basili et al., 2013
23358	Basili et al., 2013
23359	Basili et al., 2013
23360	Basili et al., 2013
23361	Basili et al., 2013
23362	Basili et al., 2013
23363	Basili et al., 2013
23364	Basili et al., 2013
23365	Basili et al., 2013
23366	Basili et al., 2013
23367	Basili et al., 2013
23368	Basili et al., 2013
23369	Basili et al., 2013
23370	Basili et al., 2013
23371	Basili et al., 2013
23372	Basili et al., 2013
23373	Working material, data 2015
23374	Matova et al., 1996
23375	Matova et al., 1996
23376	Matova et al., 1996
23377	Basili et al., 2013
23378	Basili et al., 2013
23379	Basili et al., 2013
23379	Matova et al., 1996
23380	Basili et al., 2013
23380	Caputo et al., 2013
23380	Ganas et al., 2021
23380	Matova et al., 1996
23381	Basili et al., 2013
23382	Basili et al., 2013
23383	Basili et al., 2013
23384	Basili et al., 2013
23385	Basili et al., 2013
23386	Working material, data 2015
23387	Working material, data 2015
23388	Basili et al., 2013
23389	Basili et al., 2013
23390	Basili et al., 2013
23391	Matova et al., 1996
23392	Matova et al., 1996
23393	Matova et al., 1996
23394	Basili et al., 2013
23395	Basili et al., 2013
23396	Basili et al., 2013
23396	Pavlides et al., 1990
23397	Basili et al., 2013
23397	Pavlides et al., 1990
23398	Basili et al., 2013
23399	Basili et al., 2013
23400	Basili et al., 2013
23401	Pavlides et al., 1987
23401	Pavlides et al., 1991
23401	Voidomatis et al., 1990
23402	Pavlides et al., 1987
23402	Pavlides et al., 1991
23402	Voidomatis et al., 1990
23403	Basili et al., 2013
23404	Basili et al., 2013
23404	Pavlides et al., 1987
23404	Pavlides et al., 1991
23404	Voidomatis et al., 1990
23405	Basili et al., 2013
23405	Pavlides et al., 1987
23405	Pavlides et al., 1991
23405	Voidomatis et al., 1990
23406	Basili et al., 2013
23406	Caputo et al., 2013
23406	Ganas et al., 2021
23406	Pavlides et al., 1987
23406	Pavlides et al., 1991
23406	Voidomatis et al., 1990
23407	Basili et al., 2013
23407	Pavlides et al., 1987
23407	Pavlides et al., 1991
23407	Voidomatis et al., 1990
23408	Pavlides et al., 1987
23408	Pavlides et al., 1991
23408	Voidomatis et al., 1990
23409	Basili et al., 2013
23410	Basili et al., 2013
23411	Basili et al., 2013
23412	Basili et al., 2013
23413	Basili et al., 2013
23414	Basili et al., 2013
23415	Basili et al., 2013
23416	Basili et al., 2013
23417	Basili et al., 2013
23418	Working material, data 2015
23419	Basili et al., 2013
23420	Basili et al., 2013
23421	Basili et al., 2013
23422	Basili et al., 2013
23423	Basili et al., 2013
23424	Basili et al., 2013
23425	Basili et al., 2013
23426	Basili et al., 2013
23427	Basili et al., 2013
23428	Basili et al., 2013
23429	Basili et al., 2013
23430	Working material, data 2015
23431	Working material, data 2015
23432	Working material, data 2015
23433	Basili et al., 2013
23434	Basili et al., 2013
23435	Basili et al., 2013
23436	Basili et al., 2013
23436	McKenzie, 1978
23436	Pavlides et al., 1990
23436	Pavlides et al., 1992
23437	Basili et al., 2013
23437	McKenzie, 1978
23437	Pavlides et al., 1990
23437	Pavlides et al., 1992
23438	Basili et al., 2013
23439	Basili et al., 2013
23440	Basili et al., 2013
23441	Basili et al., 2013
23442	Basili et al., 2013
23443	Working material, data 2015
23444	Working material, data 2015
23445	Basili et al., 2013
23446	Basili et al., 2013
23447	Working material, data 2015
23448	Basili et al., 2013
23449	Basili et al., 2013
23450	Basili et al., 2013
23451	Basili et al., 2013
23452	Basili et al., 2013
23453	Basili et al., 2013
23454	Basili et al., 2013
23455	Basili et al., 2013
23456	Basili et al., 2013
23457	Basili et al., 2013
23458	Basili et al., 2013
23459	Basili et al., 2013
23460	Basili et al., 2013
23461	Basili et al., 2013
23462	Basili et al., 2013
23463	Basili et al., 2013
23464	Basili et al., 2013
23465	Basili et al., 2013
23466	Basili et al., 2013
23467	Working material, data 2015
23468	Working material, data 2015
23469	Basili et al., 2013
23470	Basili et al., 2013
23471	Basili et al., 2013
23472	Basili et al., 2013
23473	Basili et al., 2013
23474	Basili et al., 2013
23475	Basili et al., 2013
23476	Basili et al., 2013
23477	Basili et al., 2013
23478	Working material, data 2015
23479	Basili et al., 2013
23480	Basili et al., 2013
23481	Basili et al., 2013
23482	Basili et al., 2013
23483	Basili et al., 2013
23484	Basili et al., 2013
23485	Basili et al., 2013
23486	Basili et al., 2013
23487	Basili et al., 2013
23488	Basili et al., 2013
23489	Basili et al., 2013
23490	Basili et al., 2013
23491	Basili et al., 2013
23492	Working material, data 2015
23493	Basili et al., 2013
23494	Basili et al., 2013
23495	Basili et al., 2013
23495	Trifonov, data 2010
23496	Working material, data 2015
23497	Basili et al., 2013
23498	Basili et al., 2013
23499	Basili et al., 2013
23500	Basili et al., 2013
23501	Basili et al., 2013
23502	Basili et al., 2013
23503	Basili et al., 2013
23504	Basili et al., 2013
23505	Basili et al., 2013
23506	Basili et al., 2013
23507	Basili et al., 2013
23508	Basili et al., 2013
23509	Basili et al., 2013
23510	Basili et al., 2013
23511	Basili et al., 2013
23512	Basili et al., 2013
23513	Basili et al., 2013
23514	Basili et al., 2013
23515	Basili et al., 2013
23516	Basili et al., 2013
23517	Basili et al., 2013
23518	Basili et al., 2013
23519	Basili et al., 2013
23520	Basili et al., 2013
23521	Basili et al., 2013
23522	Basili et al., 2013
23523	Basili et al., 2013
23524	Basili et al., 2013
23525	Basili et al., 2013
23526	Basili et al., 2013
23527	Basili et al., 2013
23528	Basili et al., 2013
23529	Working material, data 2015
23530	Basili et al., 2013
23531	Basili et al., 2013
23532	Basili et al., 2013
23533	Basili et al., 2013
23534	Basili et al., 2013
23535	Basili et al., 2013
23536	Basili et al., 2013
23537	Basili et al., 2013
23538	Basili et al., 2013
23539	Working material, data 2015
23540	Basili et al., 2013
23541	Basili et al., 2013
23542	Basili et al., 2013
23543	Basili et al., 2013
23544	Basili et al., 2013
23545	Working material, data 2015
23546	Working material, data 2015
23547	Working material, data 2015
23548	Basili et al., 2013
23549	Basili et al., 2013
23550	Basili et al., 2013
23551	Basili et al., 2013
23552	Basili et al., 2013
23553	Basili et al., 2013
23554	Caputo et al., 2013
23554	Ganas et al., 2021
23554	Le Pichon et al., 1979
23554	Pavlides et al., 1991
23555	Working material, data 2015
23556	Basili et al., 2013
23557	Basili et al., 2013
23558	Basili et al., 2013
23559	Working material, data 2015
23560	Basili et al., 2013
23561	Basili et al., 2013
23562	Basili et al., 2013
23563	Basili et al., 2013
23564	Working material, data 2015
23565	Basili et al., 2013
23566	Basili et al., 2013
23567	Basili et al., 2013
23568	Basili et al., 2013
23569	Basili et al., 2013
23570	Basili et al., 2013
23570	Bird, 2003
23571	Basili et al., 2013
23571	Bird, 2003
23572	Basili et al., 2013
23572	Bird, 2003
23573	Map of Greece, 1989
23574	Basili et al., 2013
23575	Le Pichon et al., 1979
23575	Papadopoulos, 1989
23575	Pavlides et al., 1991
23576	Map of Greece, 1989
23577	Basili et al., 2013
23578	Basili et al., 2013
23579	Basili et al., 2013
23579	Ganas et al., 2021
23580	Basili et al., 2013
23581	Basili et al., 2013
23582	Basili et al., 2013
23582	Bird, 2003
23583	Basili et al., 2013
23583	Bird, 2003
23584	Bird, 2003
23584	Le Pichon et al., 1979
23584	Papadopoulos, 1989
23584	Pavlides et al., 1991
23585	Bird, 2003
23585	Caputo et al., 2013
23585	Le Pichon et al., 1979
23585	Papadopoulos, 1989
23585	Pavlides et al., 1991
23586	Basili et al., 2013
23586	Bird, 2003
23587	Papadopoulos, 1989
23587	Pavlides et al., 1991
23588	Papadopoulos, 1989
23588	Pavlides et al., 1991
23589	Ganas et al., 2021
23589	Papadopoulos, 1989
23589	Pavlides et al., 1991
23590	Papadopoulos, 1989
23590	Pavlides et al., 1991
23591	Le Pichon et al., 1979
23591	Papadopoulos, 1989
23591	Pavlides et al., 1991
23592	Papadopoulos, 1989
23592	Pavlides et al., 1991
23593	Le Pichon et al., 1979
23593	Papadopoulos, 1989
23593	Pavlides et al., 1991
23594	Le Pichon et al., 1979
23594	Papadopoulos, 1989
23594	Pavlides et al., 1991
23595	Le Pichon et al., 1979
23595	Papadopoulos, 1989
23595	Pavlides et al., 1991
23596	Working material, data 2019
23597	Trifonov, data 1996
23598	Jackson et al., 1988a
23598	Jackson et al., 1988b
23598	Kovachov et al., 1991
23598	Papadopoulos, 1989
23598	Papazachos et al., 1971
23598	Pavlides et al., 1991
23599	Jackson et al., 1988a
23599	Jackson et al., 1988b
23599	Kovachov et al., 1991
23599	Papadopoulos, 1989
23599	Papazachos et al., 1971
23599	Pavlides et al., 1991
23600	Ben-Avraham et al., 1993
23600	McKenzie, 1978
23601	Ben-Avraham et al., 1993
23601	McKenzie, 1978
23602	Pavlides et al., 1991
23603	Pavlides et al., 1991
23604	Jackson et al., 1988a
23604	Jackson et al., 1988b
23604	Kovachov et al., 1991
23604	Papadopoulos, 1989
23604	Papazachos et al., 1971
23604	Pavlides et al., 1991
23605	Jackson et al., 1988a
23605	Jackson et al., 1988b
23605	Kovachov et al., 1991
23605	Papadopoulos, 1989
23605	Papazachos et al., 1971
23605	Pavlides et al., 1991
23606	Jackson et al., 1988a
23606	Jackson et al., 1988b
23606	Kovachov et al., 1991
23606	Papadopoulos, 1989
23606	Papazachos et al., 1971
23606	Pavlides et al., 1991
23607	Jackson et al., 1988a
23607	Jackson et al., 1988b
23607	Kovachov et al., 1991
23607	Papadopoulos, 1989
23607	Papazachos et al., 1971
23607	Pavlides et al., 1991
23608	Working material, data 2015
23609	Working material, data 2015
23610	Basili et al., 2013
23611	Depths etc., 1992
23612	Working material, data 2015
23613	Working material, data 2015
23614	Bird, 2003
23614	Working material, data 2015
23615	Depths etc., 1992
23616	Basili et al., 2013
23617	Basili et al., 2013
23618	Working material, data 2015
23619	Working material, data 2015
23620	Working material, data 2015
23621	Basili et al., 2013
23622	Basili et al., 2013
23623	Basili et al., 2013
23624	Basili et al., 2013
23625	Basili et al., 2013
23626	Basili et al., 2013
23627	Basili et al., 2013
23627	Bird, 2003
23627	Caputo et al., 2013
23628	Basili et al., 2013
23629	Basili et al., 2013
23630	Basili et al., 2013
23631	Basili et al., 2013
23632	Basili et al., 2013
23632	Bird, 2003
23633	Basili et al., 2013
23633	Bird, 2003
23633	Caputo et al., 2013
23634	Basili et al., 2013
23634	Bird, 2003
23634	Caputo et al., 2013
23634	Caputo, 1990
23634	Pavlides et al., 1991
23634	Pavlides et al., 1992
23635	Working material, data 2015
23636	Working material, data 2015
23637	Depths etc., 1992
23638	Caputo, 1990
23639	Basili et al., 2013
23640	Basili et al., 2013
23641	Basili et al., 2013
23642	Basili et al., 2013
23643	Map of Greece, 1989
23644	Working material, data 2015
23645	Map of Greece, 1989
23646	Map of Greece, 1989
23647	Working material, data 2019
23648	Map of Greece, 1989
23649	Map of Greece, 1989
23650	Working material, data 2015
23651	Basili et al., 2013
23651	Caputo et al., 2013
23651	Ganas et al., 2021
23652	Basili et al., 2013
23653	Basili et al., 2013
23653	Caputo et al., 2013
23653	Ganas et al., 2021
23654	Basili et al., 2013
23655	Map of Greece, 1989
23656	Working material, data 2015
23657	Basili et al., 2013
23658	Basili et al., 2013
23659	Working material, data 2015
23660	Basili et al., 2013
23661	Basili et al., 2013
23662	Basili et al., 2013
23663	Basili et al., 2013
23664	Basili et al., 2013
23665	Basili et al., 2013
23666	Basili et al., 2013
23667	Basili et al., 2013
23668	Basili et al., 2013
23669	Basili et al., 2013
23670	Basili et al., 2013
23671	Basili et al., 2013
23672	Basili et al., 2013
23673	Papanikolaou et al., 1989
23674	Papanikolaou et al., 1989
23675	Papanikolaou et al., 1989
23676	Papanikolaou et al., 1989
23677	Map of Greece, 1989
23677	McKenzie, 1978
23677	Pavlides et al., 1991
23677	Tselentis et al., 1986
23678	Basili et al., 2013
23678	Bird, 2003
23678	Caputo et al., 2013
23678	Map of Greece, 1989
23678	McKenzie, 1978
23678	Pavlides et al., 1991
23678	Tselentis et al., 1986
23679	Map of Greece, 1989
23679	McKenzie, 1978
23679	Pavlides et al., 1991
23679	Tselentis et al., 1986
23680	Basili et al., 2013
23680	Bird, 2003
23681	Basili et al., 2013
23681	Bird, 2003
23682	Basili et al., 2013
23683	Bird, 2003
23683	Map of Greece, 1989
23683	McKenzie, 1978
23683	Pavlides et al., 1991
23684	Basili et al., 2013
23684	Bird, 2003
23685	Basili et al., 2013
23685	Bird, 2003
23685	Caputo et al., 2013
23685	Map of Greece, 1989
23685	McKenzie, 1978
23685	Pavlides et al., 1991
23685	Tselentis et al., 1986
23686	Map of Greece, 1989
23686	McKenzie, 1978
23686	Pavlides et al., 1991
23686	Tselentis et al., 1986
23687	Basili et al., 2013
23688	Basili et al., 2013
23688	Bird, 2003
23688	Caputo et al., 2013
23688	Map of Greece, 1989
23688	McKenzie, 1978
23688	Pavlides et al., 1991
23688	Tselentis et al., 1986
23689	Map of Greece, 1989
23689	McKenzie, 1978
23689	Pavlides et al., 1991
23689	Tselentis et al., 1986
23690	Basili et al., 2013
23690	Bird, 2003
23691	Basili et al., 2013
23692	Map of Greece, 1989
23693	Basili et al., 2013
23694	Basili et al., 2013
23695	Basili et al., 2013
23696	Basili et al., 2013
23696	Bird, 2003
23697	Basili et al., 2013
23697	Bird, 2003
23698	Basili et al., 2013
23699	Basili et al., 2013
23699	Bird, 2003
23700	Basili et al., 2013
23700	Bird, 2003
23701	Basili et al., 2013
23701	Bird, 2003
23702	Basili et al., 2013
23702	Bird, 2003
23703	Basili et al., 2013
23703	Bird, 2003
23704	Basili et al., 2013
23704	Bird, 2003
23705	Basili et al., 2013
23705	Bird, 2003
23706	Basili et al., 2013
23706	Bird, 2003
23707	Basili et al., 2013
23707	Bird, 2003
23708	Basili et al., 2013
23708	Bird, 2003
23709	Basili et al., 2013
23710	Basili et al., 2013
